CUST_CODE,LastPurshaceDate,Recency,Freqyency,Monetary,R_tertile,F_tertile,M_tertile,RFM_Score,segment_name
CUST0000434655,2007-11-22,227,3,3.7800000000000002,1,2,2,122,About to sleep
CUST0000435195,2008-06-01,35,3,4.07,2,2,2,222,Average
CUST0000436160,2008-05-13,54,1,1.93,2,3,3,233,Loyal
CUST0000436394,2008-07-04,2,9,24.08,3,1,1,311,Recent customer
CUST0000436891,2008-05-13,54,8,10.07,2,1,1,211,About to sleep
CUST0000437046,2008-04-11,86,3,3.83,2,2,2,222,Average
CUST0000437165,2008-04-14,83,9,28.75,2,1,1,211,About to sleep
CUST0000438114,2008-05-22,45,1,1.02,2,3,3,233,Loyal
CUST0000438228,2008-06-26,10,14,165.16,3,1,1,311,Recent customer
CUST0000438271,2008-06-07,29,3,2.61,2,2,2,222,Average
CUST0000438442,2008-06-01,35,3,4.49,2,2,2,222,Average
CUST0000438704,2008-06-01,35,22,19.48,2,1,1,211,About to sleep
CUST0000438993,2008-05-17,50,14,26.26,2,1,1,211,About to sleep
CUST0000439220,2007-11-28,221,1,0.75,1,3,3,133,Cannot Loose them
CUST0000440311,2008-06-10,26,3,2.22,2,2,2,222,Average
CUST0000440708,2007-10-07,273,2,2.23,1,2,2,122,About to sleep
CUST0000441645,2007-09-26,284,1,0.01,1,3,3,133,Cannot Loose them
CUST0000441856,2008-06-13,23,7,5.53,3,1,2,312,Recent customer
CUST0000443769,2008-06-13,23,2,0.7,3,2,3,323,Loyal
CUST0000444719,2008-06-14,22,3,1.9300000000000002,3,2,3,323,Loyal
CUST0000445141,2008-04-28,69,1,0.62,2,3,3,233,Loyal
CUST0000445359,2008-03-01,127,2,0.16,1,2,3,123,Cannot Loose them
CUST0000445361,2007-08-19,322,2,9.52,1,2,2,122,About to sleep
CUST0000446352,2007-11-23,226,3,3.1999999999999997,1,2,2,122,About to sleep
CUST0000446845,2008-03-21,107,2,3.14,2,2,2,222,Average
CUST0000446902,2008-05-10,57,40,58.42,2,1,1,211,About to sleep
CUST0000447443,2008-06-29,7,4,5.090000000000001,3,2,2,322,potential Lotalist
CUST0000447587,2008-05-28,39,17,48.87,2,1,1,211,About to sleep
CUST0000448104,2007-09-30,280,1,0.91,1,3,3,133,Cannot Loose them
CUST0000448168,2008-07-06,0,22,38.84,3,1,1,311,Recent customer
CUST0000448280,2008-07-04,2,100,179.04,3,1,1,311,Recent customer
CUST0000448937,2008-05-31,36,17,31.67,2,1,1,211,About to sleep
CUST0000449509,2008-04-27,70,3,2.89,2,2,2,222,Average
CUST0000450393,2008-02-13,144,1,3.58,1,3,2,132,Cannot Loose them
CUST0000450690,2007-10-03,277,3,11.850000000000001,1,2,1,121,About to sleep
CUST0000450768,2008-05-06,61,1,0.76,2,3,3,233,Loyal
CUST0000450865,2008-07-06,0,4,11.940000000000001,3,2,1,321,Average
CUST0000451201,2008-07-04,2,60,85.61,3,1,1,311,Recent customer
CUST0000451206,2007-11-01,248,1,1.41,1,3,3,133,Cannot Loose them
CUST0000451458,2008-06-22,14,31,59.92,3,1,1,311,Recent customer
CUST0000451897,2008-06-05,31,7,11.41,2,1,1,211,About to sleep
CUST0000452727,2007-10-02,278,1,1.88,1,3,3,133,Cannot Loose them
CUST0000453310,2008-02-28,129,4,30.93,1,2,1,121,About to sleep
CUST0000453414,2007-10-07,273,1,1.08,1,3,3,133,Cannot Loose them
CUST0000453659,2008-04-07,90,1,1.0,2,3,3,233,Loyal
CUST0000454520,2008-04-08,89,2,1.24,2,2,3,223,potential Lotalist
CUST0000455083,2008-07-06,0,138,192.7,3,1,1,311,Recent customer
CUST0000455145,2008-06-28,8,34,48.519999999999996,3,1,1,311,Recent customer
CUST0000456374,2007-08-11,330,1,0.75,1,3,3,133,Cannot Loose them
CUST0000457813,2008-06-25,11,47,77.29,3,1,1,311,Recent customer
CUST0000458273,2008-01-24,164,1,1.65,1,3,3,133,Cannot Loose them
CUST0000459910,2008-05-04,63,9,15.67,2,1,1,211,About to sleep
CUST0000460564,2008-07-03,3,8,5.98,3,1,2,312,Recent customer
CUST0000461259,2008-07-06,0,33,47.88,3,1,1,311,Recent customer
CUST0000461850,2008-07-03,3,109,199.14,3,1,1,311,Recent customer
CUST0000462196,2008-07-03,3,2,2.56,3,2,2,322,potential Lotalist
CUST0000462232,2008-06-30,6,7,3.9899999999999998,3,1,2,312,Recent customer
CUST0000462566,2008-07-05,1,28,38.67,3,1,1,311,Recent customer
CUST0000462572,2008-05-25,42,1,7.38,2,3,2,232,Loyal
CUST0000462714,2007-08-16,325,1,0.71,1,3,3,133,Cannot Loose them
CUST0000462776,2007-11-06,243,1,0.36,1,3,3,133,Cannot Loose them
CUST0000463014,2007-10-01,279,1,0.34,1,3,3,133,Cannot Loose them
CUST0000463900,2008-06-23,13,33,65.96,3,1,1,311,Recent customer
CUST0000464070,2008-07-01,5,40,82.53,3,1,1,311,Recent customer
CUST0000464388,2008-05-02,65,7,9.37,2,1,2,212,About to sleep
CUST0000464579,2008-03-26,102,4,5.92,2,2,2,222,Average
CUST0000464636,2007-09-19,291,1,0.83,1,3,3,133,Cannot Loose them
CUST0000465162,2008-05-17,50,31,42.45,2,1,1,211,About to sleep
CUST0000465192,2008-02-26,131,1,2.25,1,3,2,132,Cannot Loose them
CUST0000465453,2007-12-20,199,2,3.0,1,2,2,122,About to sleep
CUST0000466448,2008-07-02,4,15,17.54,3,1,1,311,Recent customer
CUST0000466500,2007-12-31,188,6,52.790000000000006,1,2,1,121,About to sleep
CUST0000467012,2008-07-02,4,24,38.04,3,1,1,311,Recent customer
CUST0000467543,2008-06-28,8,115,217.68,3,1,1,311,Recent customer
CUST0000468727,2007-12-08,211,1,1.91,1,3,3,133,Cannot Loose them
CUST0000469228,2008-06-21,15,13,16.97,3,1,1,311,Recent customer
CUST0000469241,2008-04-04,93,1,1.0,2,3,3,233,Loyal
CUST0000470040,2008-07-06,0,33,51.62,3,1,1,311,Recent customer
CUST0000470391,2008-06-25,11,3,2.13,3,2,2,322,potential Lotalist
CUST0000470705,2008-04-05,92,7,15.719999999999999,2,1,1,211,About to sleep
CUST0000472121,2008-06-07,29,1,1.19,2,3,3,233,Loyal
CUST0000472158,2008-07-05,1,169,251.5,3,1,1,311,Recent customer
CUST0000472222,2008-05-30,37,18,18.78,2,1,1,211,About to sleep
CUST0000474039,2008-05-16,51,1,0.07,2,3,3,233,Loyal
CUST0000474097,2008-03-15,113,9,17.39,1,1,1,111,Lost Customer
CUST0000474892,2007-11-30,219,1,0.92,1,3,3,133,Cannot Loose them
CUST0000474909,2008-03-31,97,1,1.29,2,3,3,233,Loyal
CUST0000475538,2008-07-02,4,31,40.2,3,1,1,311,Recent customer
CUST0000475627,2008-04-18,79,10,9.41,2,1,2,212,About to sleep
CUST0000475740,2008-05-22,45,14,21.68,2,1,1,211,About to sleep
CUST0000475857,2007-08-27,314,1,1.45,1,3,3,133,Cannot Loose them
CUST0000475903,2008-06-28,8,14,16.76,3,1,1,311,Recent customer
CUST0000476115,2008-06-27,9,11,10.15,3,1,1,311,Recent customer
CUST0000476514,2008-06-16,20,9,11.61,3,1,1,311,Recent customer
CUST0000477076,2008-07-04,2,1,0.53,3,3,3,333,Campion
CUST0000477293,2008-03-27,101,3,2.5700000000000003,2,2,2,222,Average
CUST0000477658,2008-04-04,93,3,1.6,2,2,3,223,potential Lotalist
CUST0000477709,2008-06-21,15,8,8.94,3,1,2,312,Recent customer
CUST0000478497,2008-04-16,81,1,1.67,2,3,3,233,Loyal
CUST0000478674,2007-10-15,265,1,0.95,1,3,3,133,Cannot Loose them
CUST0000479397,2008-03-12,116,5,7.23,1,2,2,122,About to sleep
CUST0000480214,2008-06-01,35,7,9.43,2,1,2,212,About to sleep
CUST0000482108,2008-06-16,20,5,5.73,3,2,2,322,potential Lotalist
CUST0000482251,2008-03-01,127,1,1.52,1,3,3,133,Cannot Loose them
CUST0000483413,2008-03-14,114,1,4.48,1,3,2,132,Cannot Loose them
CUST0000483884,2007-07-07,365,1,2.48,1,3,2,132,Cannot Loose them
CUST0000484341,2008-05-03,64,1,2.73,2,3,2,232,Loyal
CUST0000484966,2008-06-23,13,2,4.92,3,2,2,322,potential Lotalist
CUST0000485460,2008-07-06,0,1,0.88,3,3,3,333,Campion
CUST0000485513,2007-12-25,194,2,8.99,1,2,2,122,About to sleep
CUST0000485870,2007-07-30,342,1,2.96,1,3,2,132,Cannot Loose them
CUST0000485902,2008-06-25,11,40,92.58,3,1,1,311,Recent customer
CUST0000486391,2008-06-24,12,38,68.02,3,1,1,311,Recent customer
CUST0000486650,2008-06-29,7,7,8.620000000000001,3,1,2,312,Recent customer
CUST0000486918,2008-06-05,31,11,17.5,2,1,1,211,About to sleep
CUST0000487023,2008-02-03,154,3,4.05,1,2,2,122,About to sleep
CUST0000487066,2008-06-13,23,1,1.41,3,3,3,333,Campion
CUST0000488148,2008-06-23,13,4,4.28,3,2,2,322,potential Lotalist
CUST0000488337,2008-06-22,14,2,1.34,3,2,3,323,Loyal
CUST0000488888,2008-06-26,10,11,20.05,3,1,1,311,Recent customer
CUST0000489241,2008-07-04,2,1,0.43,3,3,3,333,Campion
CUST0000489897,2007-11-07,242,1,1.19,1,3,3,133,Cannot Loose them
CUST0000490710,2007-07-09,363,1,1.05,1,3,3,133,Cannot Loose them
CUST0000490741,2008-06-16,20,8,5.92,3,1,2,312,Recent customer
CUST0000491082,2008-05-24,43,2,3.34,2,2,2,222,Average
CUST0000491794,2008-06-17,19,18,32.29,3,1,1,311,Recent customer
CUST0000492415,2008-06-23,13,1,0.33,3,3,3,333,Campion
CUST0000492490,2007-10-26,254,1,0.98,1,3,3,133,Cannot Loose them
CUST0000492500,2008-04-19,78,4,2.52,2,2,2,222,Average
CUST0000493089,2007-07-29,343,2,1.16,1,2,3,123,Cannot Loose them
CUST0000493461,2008-04-03,94,1,1.45,2,3,3,233,Loyal
CUST0000493522,2008-02-05,152,7,9.2,1,1,2,112,About to sleep
CUST0000493580,2007-12-19,200,4,4.67,1,2,2,122,About to sleep
CUST0000494202,2008-06-09,27,1,0.15,2,3,3,233,Loyal
CUST0000494390,2008-04-09,88,2,0.54,2,2,3,223,potential Lotalist
CUST0000494645,2008-07-06,0,1,0.59,3,3,3,333,Campion
CUST0000495775,2008-02-14,143,1,2.03,1,3,3,133,Cannot Loose them
CUST0000495818,2007-12-09,210,4,13.379999999999999,1,2,1,121,About to sleep
CUST0000496191,2008-04-06,91,4,3.53,2,2,2,222,Average
CUST0000496338,2007-12-28,191,2,2.73,1,2,2,122,About to sleep
CUST0000497027,2008-04-28,69,12,20.15,2,1,1,211,About to sleep
CUST0000498211,2008-03-25,103,1,2.11,2,3,2,232,Loyal
CUST0000498546,2008-05-13,54,20,29.94,2,1,1,211,About to sleep
CUST0000498685,2008-03-12,116,1,2.04,1,3,2,132,Cannot Loose them
CUST0000498904,2008-04-07,90,3,5.79,2,2,2,222,Average
CUST0000500063,2007-07-07,365,1,0.01,1,3,3,133,Cannot Loose them
CUST0000500159,2008-02-07,150,1,1.54,1,3,3,133,Cannot Loose them
CUST0000500238,2008-06-15,21,6,6.0,3,2,2,322,potential Lotalist
CUST0000501508,2007-11-05,244,1,0.94,1,3,3,133,Cannot Loose them
CUST0000501703,2008-06-05,31,5,38.04,2,2,1,221,About to sleep
CUST0000502371,2008-06-22,14,3,8.02,3,2,2,322,potential Lotalist
CUST0000502464,2008-01-17,171,4,8.33,1,2,2,122,About to sleep
CUST0000502916,2007-09-20,290,1,2.09,1,3,2,132,Cannot Loose them
CUST0000503093,2008-07-01,5,86,128.18,3,1,1,311,Recent customer
CUST0000503300,2007-09-17,293,1,0.34,1,3,3,133,Cannot Loose them
CUST0000503338,2008-06-06,30,12,26.66,2,1,1,211,About to sleep
CUST0000503950,2008-07-06,0,22,30.28,3,1,1,311,Recent customer
CUST0000504009,2008-04-23,74,3,2.14,2,2,2,222,Average
CUST0000504469,2007-12-18,201,3,6.03,1,2,2,122,About to sleep
CUST0000505263,2008-06-03,33,3,4.1899999999999995,2,2,2,222,Average
CUST0000505771,2008-04-27,70,28,38.49,2,1,1,211,About to sleep
CUST0000506084,2008-07-04,2,13,28.720000000000002,3,1,1,311,Recent customer
CUST0000506753,2008-02-01,156,4,4.22,1,2,2,122,About to sleep
CUST0000506810,2008-06-27,9,19,35.49,3,1,1,311,Recent customer
CUST0000506847,2007-08-13,328,2,2.6399999999999997,1,2,2,122,About to sleep
CUST0000506969,2008-06-18,18,17,52.04,3,1,1,311,Recent customer
CUST0000507456,2008-03-03,125,1,1.79,1,3,3,133,Cannot Loose them
CUST0000508319,2008-04-23,74,2,0.86,2,2,3,223,potential Lotalist
CUST0000508350,2008-06-01,35,5,12.21,2,2,1,221,About to sleep
CUST0000508722,2007-10-24,256,1,0.84,1,3,3,133,Cannot Loose them
CUST0000509062,2008-06-18,18,24,66.6,3,1,1,311,Recent customer
CUST0000509190,2008-04-21,76,1,0.39,2,3,3,233,Loyal
CUST0000509226,2008-07-06,0,49,92.16,3,1,1,311,Recent customer
CUST0000510974,2008-07-06,0,7,15.36,3,1,1,311,Recent customer
CUST0000511022,2008-06-28,8,31,71.05,3,1,1,311,Recent customer
CUST0000511962,2008-04-21,76,4,5.09,2,2,2,222,Average
CUST0000512217,2008-05-23,44,3,4.25,2,2,2,222,Average
CUST0000512455,2008-05-03,64,1,0.39,2,3,3,233,Loyal
CUST0000513227,2008-06-10,26,19,17.3,2,1,1,211,About to sleep
CUST0000513340,2007-07-30,342,1,5.77,1,3,2,132,Cannot Loose them
CUST0000513743,2008-03-16,112,6,7.47,1,2,2,122,About to sleep
CUST0000514452,2008-03-06,122,1,1.5,1,3,3,133,Cannot Loose them
CUST0000514798,2008-07-06,0,2,4.6,3,2,2,322,potential Lotalist
CUST0000515697,2008-03-30,98,3,1.73,2,2,3,223,potential Lotalist
CUST0000515944,2008-06-12,24,1,0.57,2,3,3,233,Loyal
CUST0000517034,2007-08-12,329,10,12.57,1,1,1,111,Lost Customer
CUST0000517169,2008-06-13,23,2,2.45,3,2,2,322,potential Lotalist
CUST0000517170,2008-03-29,99,8,14.77,2,1,1,211,About to sleep
CUST0000519446,2008-05-13,54,8,13.15,2,1,1,211,About to sleep
CUST0000519956,2007-08-29,312,1,0.44,1,3,3,133,Cannot Loose them
CUST0000520149,2008-05-29,38,1,1.37,2,3,3,233,Loyal
CUST0000520771,2008-06-17,19,6,1.45,3,2,3,323,Loyal
CUST0000520813,2007-08-08,333,1,2.52,1,3,2,132,Cannot Loose them
CUST0000520865,2008-01-04,184,1,1.54,1,3,3,133,Cannot Loose them
CUST0000522783,2007-07-10,362,1,0.92,1,3,3,133,Cannot Loose them
CUST0000523177,2008-06-13,23,2,9.44,3,2,2,322,potential Lotalist
CUST0000524368,2008-03-10,118,6,10.5,1,2,1,121,About to sleep
CUST0000524537,2008-05-31,36,8,22.43,2,1,1,211,About to sleep
CUST0000524596,2008-06-29,7,6,5.91,3,2,2,322,potential Lotalist
CUST0000524728,2008-05-30,37,12,19.94,2,1,1,211,About to sleep
CUST0000525126,2008-07-02,4,7,4.15,3,1,2,312,Recent customer
CUST0000525844,2008-06-15,21,3,3.3,3,2,2,322,potential Lotalist
CUST0000526560,2007-10-28,252,2,3.37,1,2,2,122,About to sleep
CUST0000526833,2008-06-14,22,1,0.33,3,3,3,333,Campion
CUST0000526983,2008-05-26,41,13,11.81,2,1,1,211,About to sleep
CUST0000527725,2008-07-05,1,19,22.25,3,1,1,311,Recent customer
CUST0000527727,2007-11-03,246,2,1.99,1,2,3,123,Cannot Loose them
CUST0000527918,2008-07-04,2,8,6.85,3,1,2,312,Recent customer
CUST0000528012,2008-05-12,55,11,17.04,2,1,1,211,About to sleep
CUST0000528323,2008-04-17,80,3,7.55,2,2,2,222,Average
CUST0000528711,2008-06-18,18,13,15.77,3,1,1,311,Recent customer
CUST0000528973,2008-06-16,20,39,70.7,3,1,1,311,Recent customer
CUST0000529454,2007-11-29,220,1,1.28,1,3,3,133,Cannot Loose them
CUST0000529484,2008-07-05,1,59,89.84,3,1,1,311,Recent customer
CUST0000529669,2008-04-30,67,1,1.27,2,3,3,233,Loyal
CUST0000529710,2007-12-23,196,3,4.3,1,2,2,122,About to sleep
CUST0000529848,2008-07-05,1,51,75.86,3,1,1,311,Recent customer
CUST0000529999,2008-06-14,22,8,10.879999999999999,3,1,1,311,Recent customer
CUST0000530003,2007-12-25,194,1,1.92,1,3,3,133,Cannot Loose them
CUST0000530259,2008-05-14,53,4,6.07,2,2,2,222,Average
CUST0000530579,2007-09-15,295,1,0.86,1,3,3,133,Cannot Loose them
CUST0000531336,2008-06-27,9,30,71.6,3,1,1,311,Recent customer
CUST0000532788,2007-10-13,267,1,0.39,1,3,3,133,Cannot Loose them
CUST0000533135,2008-05-16,51,1,0.03,2,3,3,233,Loyal
CUST0000533984,2007-08-09,332,2,2.1399999999999997,1,2,2,122,About to sleep
CUST0000534101,2007-09-10,300,1,7.44,1,3,2,132,Cannot Loose them
CUST0000534181,2007-12-26,193,1,9.48,1,3,2,132,Cannot Loose them
CUST0000534768,2008-05-30,37,6,9.19,2,2,2,222,Average
CUST0000537241,2008-06-17,19,21,24.3,3,1,1,311,Recent customer
CUST0000537317,2008-07-05,1,69,101.3,3,1,1,311,Recent customer
CUST0000537835,2008-04-24,73,3,2.18,2,2,2,222,Average
CUST0000538046,2008-06-29,7,3,3.13,3,2,2,322,potential Lotalist
CUST0000538462,2008-02-19,138,2,0.02,1,2,3,123,Cannot Loose them
CUST0000538600,2008-04-06,91,1,2.38,2,3,2,232,Loyal
CUST0000539286,2008-04-05,92,3,3.2,2,2,2,222,Average
CUST0000539348,2007-10-30,250,2,4.16,1,2,2,122,About to sleep
CUST0000539599,2008-06-03,33,2,4.05,2,2,2,222,Average
CUST0000539672,2008-07-04,2,107,180.78,3,1,1,311,Recent customer
CUST0000539828,2007-10-03,277,1,2.36,1,3,2,132,Cannot Loose them
CUST0000540040,2008-07-06,0,255,417.0,3,1,1,311,Recent customer
CUST0000540193,2008-03-23,105,1,0.93,2,3,3,233,Loyal
CUST0000540195,2008-01-30,158,1,1.3,1,3,3,133,Cannot Loose them
CUST0000540341,2007-09-26,284,1,1.54,1,3,3,133,Cannot Loose them
CUST0000541503,2008-06-25,11,32,69.93,3,1,1,311,Recent customer
CUST0000542357,2008-07-04,2,74,99.44,3,1,1,311,Recent customer
CUST0000542625,2008-01-07,181,1,5.24,1,3,2,132,Cannot Loose them
CUST0000542690,2008-04-28,69,3,4.119999999999999,2,2,2,222,Average
CUST0000543122,2008-06-28,8,1,0.1,3,3,3,333,Campion
CUST0000543316,2008-02-18,139,1,5.77,1,3,2,132,Cannot Loose them
CUST0000543362,2008-06-12,24,10,19.79,2,1,1,211,About to sleep
CUST0000543374,2008-06-10,26,17,47.05,2,1,1,211,About to sleep
CUST0000543447,2008-07-01,5,1,2.28,3,3,2,332,Loyal
CUST0000545204,2007-11-27,222,1,1.62,1,3,3,133,Cannot Loose them
CUST0000546236,2008-01-06,182,2,11.16,1,2,1,121,About to sleep
CUST0000546630,2008-04-01,96,6,9.83,2,2,2,222,Average
CUST0000546883,2008-06-29,7,1,2.21,3,3,2,332,Loyal
CUST0000547782,2008-07-04,2,9,8.68,3,1,2,312,Recent customer
CUST0000548270,2008-05-01,66,3,2.82,2,2,2,222,Average
CUST0000548730,2007-11-26,223,1,0.75,1,3,3,133,Cannot Loose them
CUST0000548902,2008-05-07,60,2,2.48,2,2,2,222,Average
CUST0000549120,2008-01-28,160,1,0.93,1,3,3,133,Cannot Loose them
CUST0000549211,2008-07-06,0,3,7.48,3,2,2,322,potential Lotalist
CUST0000549560,2008-03-27,101,1,2.37,2,3,2,232,Loyal
CUST0000549670,2007-09-12,298,1,1.39,1,3,3,133,Cannot Loose them
CUST0000550215,2008-03-02,126,1,1.26,1,3,3,133,Cannot Loose them
CUST0000550825,2008-06-29,7,37,54.52,3,1,1,311,Recent customer
CUST0000550874,2008-07-03,3,18,21.259999999999998,3,1,1,311,Recent customer
CUST0000551081,2008-01-12,176,2,5.36,1,2,2,122,About to sleep
CUST0000551229,2008-06-12,24,4,8.42,2,2,2,222,Average
CUST0000552058,2008-05-09,58,11,74.46000000000001,2,1,1,211,About to sleep
CUST0000552288,2007-12-12,207,2,3.0,1,2,2,122,About to sleep
CUST0000552533,2008-06-02,34,8,12.71,2,1,1,211,About to sleep
CUST0000552817,2008-02-25,132,2,2.73,1,2,2,122,About to sleep
CUST0000553169,2008-06-18,18,9,36.72,3,1,1,311,Recent customer
CUST0000553272,2008-06-25,11,3,4.869999999999999,3,2,2,322,potential Lotalist
CUST0000553777,2008-05-28,39,31,46.46,2,1,1,211,About to sleep
CUST0000553992,2008-03-27,101,1,0.91,2,3,3,233,Loyal
CUST0000554021,2007-12-09,210,5,5.59,1,2,2,122,About to sleep
CUST0000554024,2008-06-29,7,138,208.53,3,1,1,311,Recent customer
CUST0000554110,2008-04-01,96,1,1.56,2,3,3,233,Loyal
CUST0000554123,2008-05-25,42,19,26.72,2,1,1,211,About to sleep
CUST0000554718,2007-10-06,274,4,7.489999999999999,1,2,2,122,About to sleep
CUST0000555502,2008-06-26,10,4,5.68,3,2,2,322,potential Lotalist
CUST0000555896,2007-12-04,215,2,7.89,1,2,2,122,About to sleep
CUST0000556111,2007-12-30,189,1,0.75,1,3,3,133,Cannot Loose them
CUST0000556297,2008-06-23,13,47,85.02000000000001,3,1,1,311,Recent customer
CUST0000556927,2008-04-20,77,4,6.8,2,2,2,222,Average
CUST0000557293,2008-07-06,0,20,40.62,3,1,1,311,Recent customer
CUST0000557661,2007-11-25,224,1,0.68,1,3,3,133,Cannot Loose them
CUST0000558035,2008-06-09,27,1,1.56,2,3,3,233,Loyal
CUST0000558305,2008-02-19,138,2,1.7999999999999998,1,2,3,123,Cannot Loose them
CUST0000558734,2007-09-06,304,1,0.96,1,3,3,133,Cannot Loose them
CUST0000559492,2007-08-08,333,1,10.14,1,3,1,131,About to sleep
CUST0000559941,2008-06-23,13,4,13.93,3,2,1,321,Average
CUST0000560154,2007-08-23,318,1,3.74,1,3,2,132,Cannot Loose them
CUST0000561346,2008-05-27,40,9,8.16,2,1,2,212,About to sleep
CUST0000561716,2008-04-02,95,2,1.66,2,2,3,223,potential Lotalist
CUST0000561915,2008-06-29,7,99,161.81,3,1,1,311,Recent customer
CUST0000561927,2008-06-07,29,27,38.69,2,1,1,211,About to sleep
CUST0000561980,2008-03-25,103,5,12.17,2,2,1,221,About to sleep
CUST0000562561,2007-12-26,193,3,2.93,1,2,2,122,About to sleep
CUST0000562821,2008-05-19,48,1,0.86,2,3,3,233,Loyal
CUST0000563743,2008-05-29,38,2,3.66,2,2,2,222,Average
CUST0000563864,2008-05-17,50,17,69.38,2,1,1,211,About to sleep
CUST0000564860,2008-07-06,0,21,48.8,3,1,1,311,Recent customer
CUST0000565459,2008-06-30,6,109,184.52,3,1,1,311,Recent customer
CUST0000565720,2008-03-04,124,2,7.97,1,2,2,122,About to sleep
CUST0000565842,2008-01-16,172,1,1.03,1,3,3,133,Cannot Loose them
CUST0000566965,2008-05-08,59,6,5.3,2,2,2,222,Average
CUST0000567067,2007-11-10,239,5,8.46,1,2,2,122,About to sleep
CUST0000567303,2007-12-25,194,1,1.19,1,3,3,133,Cannot Loose them
CUST0000567323,2008-06-02,34,2,1.46,2,2,3,223,potential Lotalist
CUST0000568678,2008-07-02,4,44,76.04,3,1,1,311,Recent customer
CUST0000568739,2008-04-30,67,1,1.3,2,3,3,233,Loyal
CUST0000569046,2007-09-18,292,1,0.23,1,3,3,133,Cannot Loose them
CUST0000569121,2008-06-25,11,2,1.02,3,2,3,323,Loyal
CUST0000570152,2007-07-26,346,1,0.01,1,3,3,133,Cannot Loose them
CUST0000570598,2008-06-07,29,1,0.53,2,3,3,233,Loyal
CUST0000571040,2008-06-05,31,32,116.59,2,1,1,211,About to sleep
CUST0000571866,2007-07-13,359,1,0.94,1,3,3,133,Cannot Loose them
CUST0000572392,2008-06-29,7,10,15.09,3,1,1,311,Recent customer
CUST0000572630,2008-07-04,2,14,11.84,3,1,1,311,Recent customer
CUST0000572693,2008-06-28,8,3,2.6799999999999997,3,2,2,322,potential Lotalist
CUST0000572854,2008-07-04,2,29,46.38,3,1,1,311,Recent customer
CUST0000572969,2008-04-08,89,3,6.27,2,2,2,222,Average
CUST0000574609,2008-04-19,78,4,6.16,2,2,2,222,Average
CUST0000574623,2008-06-08,28,12,20.509999999999998,2,1,1,211,About to sleep
CUST0000574963,2008-06-07,29,1,0.86,2,3,3,233,Loyal
CUST0000575056,2008-06-20,16,87,149.28,3,1,1,311,Recent customer
CUST0000575246,2008-06-22,14,2,1.69,3,2,3,323,Loyal
CUST0000575612,2008-07-04,2,26,44.76,3,1,1,311,Recent customer
CUST0000576800,2008-07-05,1,134,461.56,3,1,1,311,Recent customer
CUST0000577249,2007-10-20,260,1,0.79,1,3,3,133,Cannot Loose them
CUST0000577439,2008-01-24,164,1,1.11,1,3,3,133,Cannot Loose them
CUST0000577741,2008-06-23,13,20,47.21,3,1,1,311,Recent customer
CUST0000577815,2007-07-27,345,1,0.98,1,3,3,133,Cannot Loose them
CUST0000578349,2008-06-13,23,37,73.04,3,1,1,311,Recent customer
CUST0000578570,2008-03-02,126,2,2.12,1,2,2,122,About to sleep
CUST0000578684,2008-06-23,13,15,23.740000000000002,3,1,1,311,Recent customer
CUST0000578977,2008-05-26,41,2,1.77,2,2,3,223,potential Lotalist
CUST0000579399,2008-06-26,10,22,35.93,3,1,1,311,Recent customer
CUST0000580266,2008-06-26,10,4,2.19,3,2,2,322,potential Lotalist
CUST0000580827,2008-05-25,42,2,4.36,2,2,2,222,Average
CUST0000580909,2008-06-30,6,27,88.88,3,1,1,311,Recent customer
CUST0000581061,2008-01-02,186,1,0.76,1,3,3,133,Cannot Loose them
CUST0000581411,2007-11-21,228,1,0.35,1,3,3,133,Cannot Loose them
CUST0000582425,2008-05-16,51,7,10.82,2,1,1,211,About to sleep
CUST0000582702,2007-12-08,211,1,0.72,1,3,3,133,Cannot Loose them
CUST0000582900,2008-05-25,42,2,3.1799999999999997,2,2,2,222,Average
CUST0000583261,2008-05-04,63,15,27.09,2,1,1,211,About to sleep
CUST0000584211,2008-04-05,92,2,3.79,2,2,2,222,Average
CUST0000584803,2008-06-27,9,5,9.04,3,2,2,322,potential Lotalist
CUST0000584859,2008-05-12,55,5,4.09,2,2,2,222,Average
CUST0000585038,2008-07-03,3,1,1.26,3,3,3,333,Campion
CUST0000585617,2008-07-01,5,67,73.74,3,1,1,311,Recent customer
CUST0000585862,2007-08-17,324,2,1.25,1,2,3,123,Cannot Loose them
CUST0000586090,2007-07-30,342,1,2.51,1,3,2,132,Cannot Loose them
CUST0000586395,2008-04-02,95,1,1.4,2,3,3,233,Loyal
CUST0000586910,2008-07-04,2,2,1.4100000000000001,3,2,3,323,Loyal
CUST0000587295,2008-02-21,136,1,1.51,1,3,3,133,Cannot Loose them
CUST0000587522,2008-06-05,31,3,3.33,2,2,2,222,Average
CUST0000587601,2008-07-02,4,8,16.36,3,1,1,311,Recent customer
CUST0000587641,2008-06-14,22,1,0.65,3,3,3,333,Campion
CUST0000587643,2008-07-05,1,27,38.45,3,1,1,311,Recent customer
CUST0000588581,2007-08-31,310,1,1.56,1,3,3,133,Cannot Loose them
CUST0000588881,2008-06-30,6,15,39.86,3,1,1,311,Recent customer
CUST0000590074,2008-06-05,31,32,39.71,2,1,1,211,About to sleep
CUST0000590099,2008-04-10,87,3,3.93,2,2,2,222,Average
CUST0000590105,2008-06-13,23,26,46.26,3,1,1,311,Recent customer
CUST0000590382,2008-07-06,0,84,266.79,3,1,1,311,Recent customer
